Sols;Na2O;MgO;Al2O3;SiO2;P2O5;SO3;Cl;K2O;CaO;TiO2;Cr2O3;MnO;FeO;Ni;Zn;Br;Amorphous;Pyroxene;Sulfate;Magnetite;Hematite;Feldspar;Plagioclase;Clay;Rank;Latitude;Longitude
2826;2.38;7.3;9.11;46.98;1.11;5.7;1.77;0.89;3.43;1.11;0.33;0.85;18.48;878;3204;311;47.7;5.7;5.73;0;3.28;1.33;21.53;14.72;927;;
2833;2.41;7.49;9.01;47.14;0.87;6.06;1.66;0.88;3.26;1.14;0.33;0.5;18.81;774;2444;567;47.27;6.85;5.29;0;3.38;1.41;22.18;13.63;928;;
2833;2.38;7.21;8.91;48.07;0.83;5.39;1.75;0.94;3.06;1.17;0.36;0.51;18.96;760;2415;558;46.3;9.61;4.66;0;3.28;1.33;22.23;12.59;929;;
2851;2.15;6.5;8.01;43.71;0.7;8.59;0.93;0.86;5.83;1.1;0.37;0.39;20.44;906;2192;239;44;12;4.36;0;2.9;0.88;22.23;13.63;930;;
2851;2.16;6.55;8.05;42.85;0.73;9.6;0.91;0.88;6.32;1.11;0.32;0.37;19.77;867;2124;56;42.79;12;4.36;0;2.9;1.04;22.23;14.67;931;;
2853;2.12;7.79;8.09;45.14;0.85;7.9;0.77;0.85;4.32;1.15;0.37;0.57;19.64;784;2430;478;42.78;12.12;4.36;0;2.59;1.21;22.18;14.75;932;;
2857;2.4;7.9;8.78;44.46;2.67;7.2;1.66;0.74;4.05;1.05;0.33;1.4;16.97;457;2296;369;42.9;12.12;4.36;0;2.59;1.21;22.06;14.75;933;;
2857;2.52;7.86;8.19;38.79;3.56;10.93;1.53;0.57;6.25;1.01;0.3;1.91;16.26;367;1967;263;43.05;12.12;4.36;0;2.56;1.21;21.94;14.75;934;;
2857;2.62;7.59;7.84;36.19;5.49;11.52;1.49;0.55;6.54;0.88;0.25;2.44;16.27;309;1505;232;42.98;12.32;4.31;0;2.42;0.98;22.06;14.93;935;;
2858;2.4;6.96;8.89;48.28;0.8;5.31;1.71;1.03;3.19;1.11;0.34;0.49;19.08;793;2065;473;42.37;12.58;4.24;0.2;2.27;0.65;22.21;15.48;936;;
2858;2.44;7.05;9.01;48.18;0.77;5.4;1.75;0.99;3.12;1.11;0.32;0.48;18.98;776;2089;475;43.01;12.58;4.24;0;1.4;0.4;22.21;16.16;937;;
2862;2.45;8.43;8.84;46.39;1.56;6.2;1.39;0.88;3.55;1.13;0.34;0.74;17.71;724;2104;430;43.93;12.58;4.24;0;0.26;0.15;22.21;16.63;938;;
2862;2.13;8.68;8.58;43.49;2.01;7.41;1.47;0.73;4.34;1.08;0.36;1.03;18.32;656;1950;450;44.02;13.03;4.11;0;0;0.15;22.06;16.63;939;;
2867;2.39;7.32;8.85;46.18;0.9;7.08;1.62;0.84;4.04;1.14;0.34;0.5;18.33;799;2202;401;42.22;15.32;3.74;0;0;0.15;21.94;16.63;940;;
2867;2.38;7.42;8.68;46.01;0.91;6.79;1.53;0.82;4.14;1.09;0.35;0.53;18.83;737;2321;472;42.37;15.32;3.74;0;0;0;21.94;16.63;941;;
2890;2.04;7.34;7.35;38.53;1.3;13.3;0.91;0.7;7.87;1.09;0.39;0.67;18.14;666;2073;53;41.38;16.98;3.43;0;0;0;22.05;16.16;942;;
2890;2.21;7.59;7.83;38.96;1.37;12.06;0.89;0.69;7.77;1.06;0.36;0.66;18.22;674;1826;58;41.77;16.98;3.43;0.2;0;0;22.14;15.48;943;;
2906;2.48;8.72;8.45;41.73;2.22;11.5;1.57;0.67;4.64;1.03;0.29;1.2;15.18;388;1924;249;42.71;15.36;3.56;0;0;0.15;22.05;16.16;944;;
2906;2.43;8;8.49;43.56;2.64;8.76;1.73;0.77;4.09;1.03;0.3;1.4;16.43;500;2175;329;43.66;13.7;3.86;0;0;0.56;22.05;16.16;945;;
2908;2.38;8.24;8.5;42.87;2.49;9.45;1.61;0.69;4.54;1.12;0.33;1.24;16.14;502;2171;333;44.05;13.01;4.17;0;0.26;0.98;22.05;15.48;946;;
2908;2.45;7.71;8.64;42.93;2.38;9.33;1.72;0.71;5.09;1.06;0.29;1.15;16.19;497;2072;357;44.04;13.01;4.18;0;0.26;0.98;22.05;15.48;947;;
2920;2.39;10.59;8.64;43.84;0.69;3.05;0.51;0.39;7.13;0.9;0.51;0.43;20.79;701;210;32;43.84;13.7;3.86;0;0.26;0.81;22.05;15.48;948;;
2920;2.42;10.45;8.59;43.93;0.76;3;0.49;0.4;6.92;0.94;0.53;0.44;21.01;681;220;70;43.39;13.7;3.99;0;0.58;0.81;22.05;15.48;949;;
2921;2.33;9.35;7.59;37.32;2.13;11.33;0.5;0.6;6.15;1.1;0.42;1.07;19.66;630;2118;254;42.8;13.01;4.3;0;1.47;0.88;22.05;15.48;950;;
2925;2.64;7.69;8.88;46.7;0.88;5.46;1.33;0.88;4.57;1.04;0.39;0.36;18.88;701;1129;429;42.73;13.01;4.3;0;1.47;1.05;21.69;15.75;951;;
2925;2.56;6.8;9.29;48.2;0.96;5.3;1.36;1.07;3.88;1.09;0.35;0.41;18.34;709;1397;558;42.51;13.01;4.46;0;1.47;1.19;21.35;16;952;;
2928;2.38;7.06;8.22;44.44;1;7.23;1.32;0.83;4.24;0.99;0.31;0.23;21.31;739;1000;910;42.12;13.01;4.46;0;1.86;1.19;21.35;16;953;;
2928;2.46;6.97;8.41;44.96;0.91;6.79;1.27;0.84;4.18;1.05;0.33;0.22;21.28;744;965;740;41.66;13.01;4.2;0;2.32;1.29;21.77;15.75;954;;
2931;2.55;5.35;9.37;49.63;0.6;4.82;1.02;1.15;2.66;1.07;0.27;0.24;21.03;723;1118;80;42.24;12.43;4.62;0;2.32;1.29;21.35;15.75;955;;
2933;2.72;5.63;9.4;49.45;0.8;4.66;1.07;1.21;2.59;1.13;0.29;0.22;20.4;806;1150;370;42.68;11.68;5.03;0;2.34;1.29;21.03;15.95;956;;
2935;2.58;8.19;9.39;46.32;1;5.73;1.63;0.83;3.96;1.05;0.31;0.3;18.31;790;1329;316;43.52;10.5;5.23;0;2.78;1.29;20.74;15.95;957;;
2935;2.46;7.79;8.98;46.13;1.03;7.53;1.91;0.88;4.09;1.17;0.36;0.26;17.05;602;1654;366;45.13;8.63;5.5;0;2.85;1.31;20.63;15.95;958;;
2938;2.3;8.44;8.39;44.6;0.93;7.77;1.81;1;3.18;1.08;0.31;0.26;19.39;955;2808;901;45.39;7.01;5.74;0;2.92;1.18;20.74;17.01;959;;
2940;2.55;6.37;8.83;47.45;0.83;5.28;1.17;1.29;2.61;0.98;0.35;0.35;21.43;867;1273;216;44.37;6.39;5.79;0;2.92;1.06;20.98;18.48;960;;
2942;2.42;7.48;8.57;45.86;0.91;6.88;1.72;1.08;3.63;1.06;0.36;0.38;19.22;857;1576;618;45.31;6.39;5.79;0;3.05;1.18;21.25;17.01;961;;
2942;2.54;7.71;8.53;44.11;0.97;8.53;1.67;1.06;3.68;1.05;0.31;0.25;19.23;813;1135;575;45.42;6.11;5.87;0;3.16;1.18;21.25;17.01;962;;
2945;2.57;6.89;8.94;47.21;0.88;6.52;1.66;1.11;3.79;1.14;0.38;0.31;18.16;910;1619;815;45.37;6.11;5.87;0;3.22;1.18;21.25;17.01;963;;
2945;2.38;6.22;7.75;38.83;1.01;14.93;1.66;0.99;8.55;0.99;0.28;0.29;15.79;776;1121;850;46.78;5.75;5.84;0;3.22;1.18;21.29;15.95;964;;
2949;2.32;6.76;8.22;43.86;0.93;10.09;1.75;0.94;5.38;1.03;0.32;0.21;17.81;871;1725;557;47.72;5.75;5.79;0;3.22;1.18;21.35;14.98;965;;
2949;2.28;7;8.21;43.98;0.89;9.95;1.74;1.01;4.59;1.02;0.29;0.21;18.39;931;1878;611;47.7;5.75;5.79;0;3.22;1.18;21.37;14.98;966;;
2951;2.33;5.36;8.16;45.28;0.95;8.75;1.42;1.07;5.28;0.99;0.41;0.26;19.25;859;1367;832;46.78;5.75;5.84;0;3.22;1.18;21.29;15.95;967;;
2955;2.39;7.28;8.69;45.89;0.96;8.9;1.67;0.88;3.8;1.02;0.29;0.19;17.71;918;1220;408;46.12;5.75;5.84;0;3.7;1.31;21.25;16.04;968;;
2955;2.45;7.34;8.43;43.86;1;10.3;1.88;0.85;4.39;0.99;0.29;0.21;17.65;925;1280;375;45.75;5.46;5.88;0;3.71;1.31;21.06;16.84;969;;
2959;2.22;5.9;8.72;47.68;0.92;6.09;1.55;0.99;4.09;1.02;0.33;0.34;19.46;1318;3143;687;45.91;5.23;5.94;0;3.73;1.31;21.06;16.84;970;;
2965;2.37;5.15;9.18;49.59;0.95;4.71;1.33;1.08;3.04;1.11;0.29;0.18;20.62;918;1713;438;45.54;4.99;5.94;0;3.64;1.18;21.06;17.65;971;;
2967;2.35;5.85;8.85;47.61;1.02;5.9;1.52;1.08;3.6;1.1;0.3;0.32;19.95;991;2090;443;45.7;4.99;5.94;0;3.64;1.18;20.9;17.65;972;;
2969;2.5;5.8;8.92;49.72;0.8;6.12;1.31;1.13;2.92;1.04;0.3;0.2;18.8;911;1329;689;45.93;4.99;5.94;0;4;1.4;21.06;16.68;973;;
2969;2.57;5.32;9.47;51.66;0.87;3.73;1.22;1.12;2.78;1.11;0.32;0.23;19.17;1073;1735;517;45.89;4.99;5.94;0;4;1.61;20.9;16.68;974;;
2972;2.23;4.74;9.14;51.85;0.95;4.47;1.17;1.19;2.67;1.13;0.28;0.16;19.71;893;1252;71;47.09;5.23;5.88;0;4;1.82;20.9;15.08;975;;
2974;2.59;6.65;8.5;46.67;1.02;7.11;1.7;0.99;3.01;1.04;0.31;0.19;19.83;946;1204;725;48.11;5.23;5.84;0;4;1.87;20.9;14.06;976;;
2974;2.37;6.13;8.62;46.76;1.11;6.57;1.6;0.92;4.05;1.07;0.31;0.29;19.69;1177;2067;699;46.94;6.45;5.65;0;4.29;2.16;21.06;13.45;977;;
2976;2.57;7.58;8.36;45.01;1.06;9.56;1.46;0.92;3.55;1.01;0.25;0.18;18.14;832;1266;560;45.65;7.28;5.54;0;4.6;2.28;21.21;13.45;978;;
2976;2.18;8.26;8.33;43.59;1;11.02;1.38;0.87;3.47;1.02;0.31;0.19;18.02;910;1307;504;45.2;7.74;5.47;0;4.75;2.34;21.06;13.45;979;;
2976;2.17;7.65;8.16;44.4;1.07;10.44;1.45;0.96;3.34;1.06;0.31;0.21;18.43;922;1347;524;44.87;8.05;5.39;0;4.87;2.48;20.9;13.45;980;;
2989;2.49;10.9;8.63;42.49;0.76;2.97;0.53;0.37;7.05;0.93;0.54;0.42;21.77;823;219;44;44.82;7.74;5.47;0;5.03;2.68;20.74;13.53;981;;
2989;2.41;6.03;9.22;50.13;0.98;3.89;1.21;0.95;2.79;1.09;0.31;0.24;20.36;1008;2066;126;44.96;7.74;5.47;0;4.87;2.34;20.5;14.13;982;;
2992;2.44;10.36;8.74;42.19;0.75;3.12;0.48;0.38;7.15;1.11;0.72;0.47;21.94;562;228;32;44.6;7.72;5.52;0;4.87;2.34;20.34;14.6;983;;
2993;2.25;11.43;8.12;43.03;0.82;2.69;0.43;0.33;6.95;0.92;0.38;0.43;22.03;1231;144;39;44.16;7.72;5.52;0;4.87;2.34;20.34;15.04;984;;
2994;2.36;10.62;8.54;43.81;0.73;2.76;0.45;0.38;7.11;0.94;0.52;0.44;21.18;740;182;41;44.58;7.27;5.56;0;4.87;2.34;20.34;15.04;985;;
3004;2.41;5.94;8.81;48.89;0.99;5.29;1.67;1;3.25;1.06;0.31;0.25;19.68;998;2059;623;44.58;7.27;5.56;0;4.87;2.34;20.34;15.04;986;;
3007;2.51;5.9;8.75;46.86;0.98;6.69;1.64;1.02;4.17;1.01;0.3;0.23;19.58;972;1203;536;44.35;7.72;5.49;0;4.87;2.66;20.47;14.43;987;;
3007;2.48;6.36;8.67;46.93;1.09;5.73;1.6;0.96;3.74;1.06;0.31;0.27;20.42;1046;1208;576;44.74;7.74;5.43;0;5.03;3.05;20.47;13.53;988;;
3010;2.55;6.06;8.59;47.84;0.99;5.21;1.6;1;3.45;1.08;0.31;0.22;20.63;1005;1157;1232;45.03;8.07;5.31;0;5.03;3.05;20.47;13.03;989;;
3011;2.39;4.29;8.42;48.19;1.05;5.49;1.45;1.13;3.62;1.1;0.3;0.35;21.69;994;1286;1127;44.67;8.36;5.3;0;5.03;3.05;20.56;13.03;990;;
3013;2.28;7.12;7.59;42.34;1.12;8.98;1.62;0.82;4.79;1.01;0.22;0.27;21.38;959;1099;504;44.33;8.36;5.3;0;5.28;3.15;20.56;13.03;991;;
3015;2.25;6.07;8.42;46.21;1.95;6.2;1.15;0.89;3.84;1.11;0.31;0.32;20.92;844;1746;152;44.02;8.07;5.33;0;5.28;3.15;20.62;13.53;992;;
3017;2.38;4.64;8.59;48.29;0.91;6.34;1.46;1.12;4.06;1.09;0.3;0.6;19.83;1153;1271;675;43.68;7.75;5.43;0;5.03;3.05;20.62;14.43;993;;
3020;2.37;5.58;8.95;48.36;1.03;5;1.67;1.01;3.36;1.14;0.32;0.21;20.63;966;1275;566;43.42;7.27;5.56;0;5.03;3.05;20.62;15.04;994;;
3022;2.48;4.75;9.41;49.66;1.01;3.73;1.19;1.13;2.76;1.11;0.27;0.22;21.73;1043;2505;176;42.97;7.11;5.68;0;5.28;3.05;20.87;15.04;995;;
3024;2.44;6.15;9.18;49.02;0.88;4.5;1.21;0.9;3.35;1.07;0.33;0.21;20.16;1096;2409;405;42.97;7.11;5.68;0;5.28;3.05;20.87;15.04;996;;
3024;2.43;4.97;9.08;51.36;1.31;4.85;1.13;1.08;3.75;1.17;0.33;0.17;18.02;706;1488;667;43.58;7.11;5.68;0;5.03;2.93;20.62;15.04;997;;
3026;2.46;6.88;9.06;48.61;1.28;4.81;1.37;0.82;3.39;1.18;0.33;0.09;19.29;875;1740;572;43.85;7.15;5.65;0;5.03;2.93;20.62;14.76;998;;
3027;2.38;6.45;8.58;46.37;0.84;6.46;1.53;0.88;4.32;1.08;0.33;0.25;19.94;985;1504;471;45.2;5.82;5.85;0;4.83;2.83;20.7;14.76;999;;
3028;2.41;5.07;8.95;48.07;0.88;5.67;1.17;0.95;3.81;1.05;0.32;0.14;21.17;861;1580;135;46.17;4.56;5.94;0;4.83;2.83;20.9;14.76;1000;;
3031;2.33;5.17;8.83;46.89;1.03;8.39;1.29;0.93;5.26;0.97;0.29;0.19;18.02;1052;1910;210;45.63;5.3;5.92;0;4.83;2.83;20.9;14.58;1001;;
3031;2.34;5.1;8.73;46.17;1.21;8.57;1.31;0.93;5.53;1.02;0.27;0.19;18.2;1067;1915;241;45.39;5.3;5.92;0;4.83;2.83;21.14;14.58;1002;;
3034;2.3;5.16;8.26;44.41;1.1;10.24;1.35;0.84;5.92;0.99;0.28;0.21;18.37;1136;2445;623;45.62;5.3;5.92;0;4.84;2.62;21.42;14.27;1003;;
3034;2.43;4.83;8.92;48.26;0.92;6.43;1.38;0.97;4.32;1.01;0.3;0.23;19.38;1219;2454;532;45.26;6.56;5.72;0;4.4;2.36;21.42;14.27;1004;;
3035;2.44;10.54;8.76;42.86;0.78;3.36;0.59;0.44;6.76;0.94;0.46;0.43;21.46;805;445;83;46.38;5.3;5.92;0;4.26;2.13;21.42;14.58;1005;;
3035;2.43;8.95;8.79;45.2;0.8;3.77;0.79;0.58;5.79;0.89;0.4;0.33;21;936;1103;231;46.15;5.3;5.92;0;4.26;1.94;21.25;15.18;1006;;
3037;2.35;5.37;8.59;47.35;1.24;8.39;1.67;0.91;5.23;0.98;0.27;0.23;16.92;1013;2382;755;46.44;5.3;5.92;0;4.17;1.74;21.25;15.18;1007;;
3037;2.3;5.1;8.21;45.15;1.27;9.61;1.69;0.84;5.87;1.01;0.29;0.22;17.95;1027;2292;778;47;4.51;5.94;0;4.02;1.26;21.25;16.02;1008;;
3040;2.24;5.39;9.26;48.72;0.9;5.06;1.31;0.98;3.5;1.02;0.28;0.18;20.65;1188;2026;372;47.12;4.39;5.94;0;4.02;1.26;21.25;16.02;1009;;
3042;2.54;5.81;9;47.86;0.94;4.64;1.33;0.92;3.28;0.97;0.29;0.22;21.75;1416;1766;378;47.54;4.39;5.94;0;4.02;1.26;21.66;15.18;1010;;
3044;2.37;6.91;8.64;44.72;0.92;10.29;1.16;0.83;4.82;1;0.29;0.17;17.51;1004;1650;174;48.02;4.51;5.92;0;3.96;1.26;21.66;14.67;1011;;
3044;2.63;5.62;9.53;48.29;1.19;6.22;0.96;0.89;4.48;1.07;0.28;0.16;18.38;737;1351;145;47.44;5.3;5.75;0;3.87;1.4;21.66;14.58;1012;;
3047;2.42;6.31;8.57;46.21;1.04;6.86;1.65;0.93;4.32;1.03;0.37;0.23;19.58;1127;2281;673;47.6;5.3;5.75;0;3.77;1.4;21.6;14.58;1013;;
3051;2.37;7.68;7.47;38.29;1.37;15.3;1.36;0.6;6.52;0.83;0.24;0.19;17.5;822;1145;171;46.83;6.19;5.75;0;3.66;1.4;21.6;14.58;1014;;
3051;2.17;3.77;8.46;46.2;0.92;10.86;0.89;0.8;6.53;0.99;0.3;0.16;17.57;789;1497;313;46.83;6.19;5.75;0;3.66;1.4;21.6;14.58;1015;;
3054;2.37;6.25;8.71;47.34;1;7.71;1.26;0.76;4.95;1.18;0.29;0.22;17.57;968;1905;411;46.84;6.19;5.75;0;3.72;1.16;21.67;14.67;1016;;
3054;2.35;4.95;8.45;46.6;1.01;10;1.17;0.77;5.75;0.97;0.28;0.23;17.03;955;1800;362;46.39;6.19;5.75;0;3.72;0.92;21.72;15.31;1017;;
3054;2.51;4.68;9.06;50.16;1.03;6.78;1.09;0.87;4.39;0.98;0.29;0.22;17.39;950;1896;394;46.19;6.19;5.75;0;3.72;1.16;21.67;15.31;1018;;
3068;2.47;6.27;9.03;47.36;0.99;6.14;0.99;0.79;4.35;1.08;0.3;0.24;19.59;1137;1787;213;45.96;6.74;5.56;0;3.87;1.56;21.72;14.59;1019;;
3069;2.41;7;8.74;46.7;0.98;6.25;1.07;0.73;4.39;1.04;0.31;0.36;19.45;1187;2119;405;45.24;6.74;5.56;0;3.87;1.56;21.72;15.31;1020;;
3069;2.5;6.65;9.22;46.59;1.03;6.65;1;0.77;4.85;1.08;0.33;0.31;18.56;1138;2037;300;44.84;6.74;5.56;0;3.87;1.28;21.76;15.94;1021;;
3069;2.01;6.18;5.84;28.47;0.71;18.07;0.78;0.31;12.43;0.61;0.21;0.35;23.78;878;908;259;45.51;6.74;5.45;0;3.87;1.28;21.84;15.31;1022;;
3071;2.37;6.58;8.34;43.23;0.93;8.85;0.98;0.64;6.09;0.98;0.3;0.42;19.87;1077;1853;266;45.22;6.74;5.45;0;3.72;1.16;21.76;15.94;1023;;
3071;2.55;4.14;9.15;49.3;0.99;5.58;0.9;0.86;4.52;1.16;0.33;0.27;19.82;1205;2182;29;46.7;5.7;5.56;0;3.72;1.16;21.84;15.31;1024;;
3074;2.37;6.23;8.64;46.45;1.09;7.77;1.05;0.76;5.18;1.11;0.3;0.21;18.47;928;1518;212;45.77;6.74;5.45;0;3.72;1.16;21.84;15.31;1025;;
3076;2.7;6.32;9.08;46.04;0.85;8.19;1.67;0.91;4.49;0.92;0.28;0.25;17.69;1047;1827;200;44.92;7.47;5.45;0;3.72;1.28;21.84;15.31;1026;;
3078;2.35;10.92;8.29;42.99;0.73;2.92;0.48;0.34;6.98;0.95;0.59;0.45;21.85;708;181;29;44.37;7.47;5.45;0;3.72;1.28;21.76;15.94;1027;;
3081;2.5;6.42;8.99;48.56;0.92;5.34;1.1;0.85;3.74;1.12;0.29;0.22;19.53;970;2091;333;44.32;7.47;5.45;0;3.72;1.39;21.7;15.94;1028;;
3083;2.72;6.04;6.63;30.88;0.72;11.87;2.47;0.57;7.7;0.79;0.25;0.23;28.79;393;1963;98;44.4;7.47;5.45;0;3.72;1.39;21.62;15.94;1029;;
3085;2.34;6.05;8.7;47.23;1;7.87;1.08;0.74;4.57;0.97;0.3;0.42;18.28;889;2161;343;45.11;6.74;5.62;0;3.59;1.28;21.44;16.22;1030;;
3085;2.25;4.26;8.71;49.58;1.01;8.31;1.03;0.85;6.23;1.05;0.31;0.29;15.73;811;1732;494;45.91;5.9;5.62;0;3.59;1.28;21.48;16.22;1031;;
3088;2.68;7.92;8.24;43.84;1.04;7.75;1.51;0.67;5.17;1.07;0.34;0.4;18.91;871;1395;1087;45.04;5.22;5.71;0;3.79;1.39;21.27;17.58;1032;;
3090;2.5;5.37;8.53;48.26;0.95;7.63;1.57;0.82;4.49;1.04;0.3;0.31;17.83;805;1402;957;45.04;5.22;5.71;0;3.79;1.39;21.27;17.58;1033;;
3090;2.58;8.22;8.35;41.82;0.98;8.4;1.29;0.62;5.69;1.11;0.34;0.33;19.85;971;1516;881;45.25;5.01;5.71;0;3.79;1.39;21.27;17.58;1034;;
3102;2.52;5.98;8.63;44.5;0.98;7.55;1.17;0.74;5.61;1.15;0.33;0.28;20.1;955;1597;910;44.66;5.01;5.71;0;3.49;1.21;21.05;18.86;1035;;
3102;2.67;7.89;8.7;43.17;0.99;7.78;1.35;0.68;5.51;1.07;0.34;0.27;19.11;879;1534;899;45.52;4.85;5.81;0;3.26;0.79;20.71;19.06;1036;;
3108;2.42;4.28;8.97;46.22;0.93;7.39;1.01;0.82;5.45;1.13;0.29;0.31;20.42;1069;1621;36;44.76;4.68;5.95;0;3.63;0.85;20.71;19.43;1037;;
3108;2.38;4.62;8.88;48.35;0.74;7.5;0.88;0.83;4.7;1.11;0.31;0.3;19.06;966;1545;39;44.8;3.66;6.15;0;4.05;0.85;21.05;19.43;1038;;
3109;2.62;6.98;8.19;43.24;0.89;11.78;1.87;0.69;5.76;0.94;0.28;0.21;16.3;660;1048;210;45.15;3.66;6.15;0;4.05;0.85;20.71;19.43;1039;;
3110;2.57;4.46;9.57;50.11;0.93;5.67;0.71;0.79;4.76;0.98;0.33;0.29;18.3;1089;2254;33;44.95;4.68;5.95;0;3.63;0.3;21.05;19.43;1040;;
3112;2.32;6.45;6.9;35.27;0.9;10.39;1.43;1.63;4.88;0.78;0.25;0.2;28.34;360;1139;668;45.54;3.68;6.15;0;3.59;0.2;20.71;20.13;1041;;
3112;1.84;5.06;3.64;16.86;0.72;34.37;1.29;0.17;23.3;0.2;0.06;0.13;12.26;242;339;42;46.04;3.68;6.15;0;2.98;0.18;20.52;20.45;1042;;
3115;1.74;3.97;4.52;22.13;0.76;33.91;0.96;0.31;24.01;0.32;0.11;0.12;6.91;279;672;51;45.57;3.68;6.15;0;3.28;0.28;20.45;20.59;1043;;
3115;1.87;4.39;5.24;26.46;0.76;29.64;1.32;0.38;20.8;0.49;0.15;0.14;8.17;361;863;112;47.01;2.92;6.34;0;2.42;0.12;20.28;20.91;1044;;
3117;1.86;5.67;6.45;29.77;0.72;23.44;0.83;0.35;14.82;0.76;0.27;0.24;14.55;491;1028;59;46.79;2.22;6.44;0;3.28;0.15;20.21;20.91;1045;;
3119;2.51;7.16;8.77;44.96;1.06;9.43;1.55;0.83;3.54;1.03;0.29;0.19;18.37;800;1379;189;47.49;2.22;6.44;0;2.61;0.07;20.26;20.91;1046;;
3119;2.25;5.03;8.85;49.76;1.06;6.04;1.31;0.93;3.44;1.07;0.3;0.19;19.4;765;1533;529;46.79;1.5;6.54;0;3.28;0.15;20.01;21.71;1047;;
3122;2.64;6.57;8.55;45.26;0.95;6.46;1.8;0.73;4.36;1.14;0.26;0.17;20.83;535;955;868;46.01;2.22;6.44;0;3.28;0.15;19.97;21.94;1048;;
3131;2.67;6.45;8.63;42.93;1.04;9.88;1.46;0.73;6.72;1;0.28;0.34;17.6;672;1226;297;45.57;2.22;6.44;0;3.28;0.15;19.88;22.46;1049;;
3131;2.14;5.34;8.22;44.93;0.94;12.11;1.07;0.79;5.88;1;0.29;0.18;16.82;596;956;478;46.21;1.13;6.54;0;3.92;0.28;19.86;22.06;1050;;
3132;2.52;7.16;8.23;44.07;1.03;8.75;1.28;0.74;5.56;1.01;0.3;0.25;18.77;659;1174;916;45.71;0.24;6.6;0;3.92;0.28;19.84;23.43;1051;;
3132;2.37;6.95;8.19;44.14;1.03;8.76;1.26;0.71;5.47;1.02;0.3;0.27;19.13;726;1203;928;45.38;1.12;6.6;0;3.49;0.15;19.84;23.43;1052;;
3139;1.95;5.6;8.11;42.33;1.23;11.43;0.85;0.71;7.54;0.98;0.29;0.45;17.98;787;2174;146;45.38;1.12;6.6;0;3.49;0.15;19.84;23.43;1053;;
3139;1.76;5.98;8.48;43.63;0.96;10.75;0.92;0.76;5.92;1.03;0.24;0.38;18.75;854;2350;96;45.17;1.77;6.54;0;3.49;0.15;19.85;23.03;1054;;
3139;2.33;6.78;8.53;45;1.05;9.2;0.96;0.68;5.55;1.04;0.29;0.41;17.76;900;2281;181;45.52;1.81;6.54;0;3.92;0.28;19.87;22.06;1055;;
3142;2.03;6.21;5.42;26.73;0.81;8.76;3.46;0.43;3.96;0.75;0.18;0.13;40.89;362;859;73;45.52;1.81;6.54;0;3.92;0.28;19.87;22.06;1056;;
3142;2.46;6.85;8.65;43.35;1.09;7.47;0.89;0.67;5.61;1.09;0.34;0.25;20.94;844;1492;185;44.79;1.77;6.92;0;3.49;0.15;19.85;23.03;1057;;
3144;1.99;6.58;7.11;35.92;0.81;10.35;1.3;0.56;7.29;0.88;0.3;0.26;26.34;505;1364;366;44.59;1.8;6.92;0;2.92;0.06;19.84;23.88;1058;;
3144;2.23;4.14;8.37;46.36;1.05;9.84;0.77;0.76;6.26;1.06;0.3;0.24;18.29;766;1670;83;44.28;1.36;7.26;0;2.63;0.02;19.82;24.63;1059;;
3146;2.04;6.7;7.32;36.69;1;9.81;1.33;0.54;6.6;0.84;0.34;0.24;26.28;600;1025;239;44.06;0.48;7.29;0;2.63;0.02;19.67;25.86;1060;;
3146;2.2;5.89;7.61;39.1;1.6;11.5;1.02;0.63;7.36;0.97;0.28;0.26;21.19;829;2082;89;42.29;0.48;7.29;0;2.53;0.02;18.84;28.55;1061;;
3149;1.99;3.89;7.08;40.11;1.47;15.7;0.76;0.62;9.18;0.89;0.23;0.21;17.47;768;2022;134;42.45;0.48;7.29;0;2.63;0.02;18.59;28.55;1062;;
3151;2.43;7.54;8.23;42.77;1.11;9.58;0.96;0.61;5.56;1.05;0.28;0.23;19.25;795;2015;517;41.81;0;7.4;0;2.73;0.01;17.78;30.26;1063;;
3156;2.29;5.04;8.92;50.11;1.23;4.93;0.99;0.82;3.09;1.1;0.31;0.19;20.6;826;1657;243;41.8;0;7.51;0;3.03;0.03;17.38;30.26;1064;;
3158;1.82;7.26;7.73;39.73;1.07;13.35;1.29;0.79;6.2;1.25;0.29;0.25;18.6;874;1551;236;41.81;0;7.6;0;3.03;0.03;17.28;30.26;1065;;
3158;1.88;7.64;7.69;39.18;1.29;14.26;1.01;0.66;5.82;0.85;0.26;0.24;18.52;977;1534;160;41.09;0;7.72;0;3.55;0.29;17.08;30.26;1066;;
3160;2.36;8.07;8;40.87;1.02;12.13;1.2;0.65;5.56;1;0.3;0.37;17.99;801;1960;235;42.81;0;7.6;0;3.03;0.03;17.28;29.25;1067;;
3160;2.23;9.52;7.14;36.84;1.14;15.93;1.23;0.55;6.08;0.85;0.3;0.41;17.4;791;1962;253;43.12;0;7.6;0;2.73;0.01;17.28;29.25;1068;;
3163;2.34;7.95;7.58;38.73;1.11;15.05;1.13;0.61;5.65;0.91;0.21;0.19;18.06;872;918;85;43.85;0;7.51;0;2.48;0;17.38;28.78;1069;;
3165;2.04;6.18;6.68;36.94;1.07;17.86;0.93;0.66;8.65;0.86;0.27;0.15;17.41;786;1075;329;42.81;0.48;7.51;0;2.38;0;17.38;29.44;1070;;
