Rank,Sols,SiO2,FeO,Al2O3,SO3,CaO,MgO,Na2O,TiO2,P2O5,K2O,Cl,Cr2O3,MnO,Amorhous_raw,Mafic_raw,Sulfate_raw,Magnetite_raw,Hematite_raw,Quartz_raw,Plagioclase_raw,Clay_raw,Amorhous,Mafic,Sulfate,Magnetite,Hematite,Quartz,Plagioclase,Clay
286,1273,48.6,18.04,9.71,5.24,5.21,5.7,2.56,0.94,1.09,1.03,1,0.26,0.16,47.54683688,10.26038929,4.174748413,3.86998483,2.98772599,0.727747298,25.9719944,4.460572895,50.87559567,8.3277053,5.270156948,2.349844501,2.285682953,0.48824061,22.10575762,8.297016391
287,1273,50.71,16.56,10.38,4.09,4.85,5.78,2.69,1.05,1.03,1.12,0.88,0.35,0.12,44.33870623,12.88988712,2.951585734,8.693033334,2.164919462,0.86679137,28.09507675,0,50.34916643,9.023342056,5.179064686,2.444997986,1.998449012,0.459484313,22.10034233,8.445153191
288,1275,14.89,4.21,3.57,40.32,29.39,3.99,1.59,0.22,0.78,0.13,0.6,0.12,0.1,58.93452069,0.231149191,15.42754461,0,0,0,0,25.40678551,49.68546018,9.767989958,5.009775682,2.55003261,1.73599412,0.445452249,22.2475581,8.557737102
289,1275,52.19,18.17,9.59,4.1,3.94,5.03,2.55,1.05,0.85,1.06,0.56,0.32,0.3,50.69471872,5.510027261,4.406720578,3.534516356,5.711026348,0.9939123,26.61788289,2.531195549,49.03526678,10.45617205,4.876666425,2.564423622,1.505540131,0.428619715,22.35174755,8.781563727
290,1277,41.63,19.65,9,6.91,7.19,8.77,2.71,0.94,0.83,0.51,0.91,0.42,0.36,41.52829695,16.10514509,3.95591033,2.168412817,0,0.220232199,23.56528423,12.45671839,50.36453761,9.608385844,5.332710751,1.893722019,1.505540131,0.394682985,21.28261961,9.617801054
291,1277,43.04,19.32,8.55,6.64,6.72,8.68,2.62,1.01,0.94,0.48,0.97,0.49,0.38,45.936198,13.93329839,3.641075864,2.076009517,0,0.283788409,23.22545108,10.90417875,49.23060628,10.48272966,5.185115261,2.391861999,1.277854673,0.378581274,21.46181858,9.591432269
292,1278,41.63,17.98,8.58,8.86,7.07,9.2,2.58,0.88,0.88,0.46,0.95,0.4,0.35,49.51496451,13.24872645,4.586687063,0,0,0.138121512,21.64674823,10.86475223,49.40474106,10.45459475,5.304230133,2.050686498,1.277854673,0.363076454,21.31990855,9.824907885
293,1278,40.08,16.59,7.97,11.72,6.81,10.21,2.54,0.85,0.85,0.42,1.08,0.38,0.35,53.64542734,10.26588287,5.730940643,0,0,0,18.68405744,11.6736917,50.58148297,10.25394546,5.099345919,2.050686498,1.120966625,0.373794975,21.11797252,9.401805038
294,1278,39.76,16.47,7.97,12.07,6.78,10.34,2.48,0.81,0.86,0.41,1.15,0.36,0.35,53.56336597,10.17910856,5.910903568,0,0,0,18.41360328,11.93301862,50.63722271,10.62644234,5.009518141,2.117687727,0.899466729,0.356601266,21.08731399,9.265747098
295,1278,39.27,16.46,7.7,12.73,6.75,10.43,2.48,0.83,0.86,0.43,1.16,0.4,0.35,54.23863168,8.986188188,6.285496859,0,0,0,17.49943448,12.9902488,50.90430899,10.73112651,4.945176994,2.212323933,0.74980516,0.349352912,21.04386648,9.064039018
296,1279,40.98,19.19,9.15,7.5,7.24,8.83,2.77,0.93,0.94,0.54,0.97,0.33,0.39,41.35626467,16.90066315,4.101605007,1.903069698,0,0.165505145,23.36787377,12.20501856,52.09611396,10.45718701,4.765823551,2.071621809,0.54318359,0.367790378,20.68038336,9.017896336
297,1279,41.54,19.71,8.98,6.92,7.15,8.68,2.74,0.98,0.94,0.49,0.97,0.32,0.4,41.42690538,16.12207538,3.964458046,2.100692491,0,0.214471613,23.52170037,12.64969672,52.50353787,10.50242952,4.677166132,2.165323161,0.39379729,0.360014301,20.60286403,8.794867691
298,1280,40.83,19.43,8.88,7.86,7.21,8.84,2.66,0.96,0.95,0.49,0.99,0.32,0.39,43.6472052,15.35501217,4.476241326,0.287820239,0,0.148271573,22.64838364,13.43706585,54.26361788,9.857935169,4.643507583,1.730671494,0.285551317,0.352944847,20.07090402,8.794867691
299,1287,31.58,11.54,5.96,23.2,15.89,6.15,2.3,0.58,0.78,0.3,1.07,0.21,0.27,63.16236034,2.662206503,10.08845799,0,0,0,7.362228628,16.72474654,55.29189547,9.846377709,4.004059362,1.730671494,0.285551317,0.379605622,20.93731061,7.524528416
300,1288,43.67,18.56,10.48,4.73,5.92,9.53,2.56,0.87,0.8,0.38,1.51,0.46,0.4,31.67505953,22.15257253,2.383426556,9.962799609,0,0.416311443,27.57724798,5.832582359,56.65768093,9.570876346,3.99742373,1.553945676,0,0.362771285,20.45933339,7.397968638
301,1294,41.96,19.75,8.18,7.17,6.33,9.8,2.63,0.88,0.89,0.35,1.11,0.39,0.4,46.80651867,13.35960704,3.897548365,0.455943462,0,0.197111754,22.23128829,13.05198242,58.60856596,8.765619092,3.850212193,1.445525035,0,0.403169108,20.15177589,6.775132719
302,1300,58.04,5.72,5.55,11.15,6.97,5.4,2.48,1.16,0.99,0.47,1.38,0.43,0.12,79.74863606,0,1.96427097,0,0,0.720285544,17.56680743,0,60.35196763,8.068954173,3.71520632,1.341724559,0,0.438725427,19.85349811,6.229923781
303,1300,45.03,15.52,8.93,8.62,7.52,7.18,2.99,0.88,0.84,0.48,1.21,0.43,0.27,56.40020276,12.04551471,3.967171738,1.340024585,0,0.321928439,22.68948594,3.235671829,62.07869123,7.40651785,3.75771701,1.341724559,0,0.476308855,19.25235433,5.68668617
304,1313,50.12,15.36,8.7,5.94,5.73,6.1,3,0.95,1.01,0.57,1.84,0.38,0.2,58.11387965,8.936286417,2.671025191,5.040129235,0,0.673931506,24.564748,0,63.4785553,6.893223706,3.77671967,1.341724559,0,0.516711594,18.89006359,5.103001585
305,1313,66.61,5.68,4.21,7.84,3.85,4.44,2.16,1.34,1.7,0.33,1.23,0.4,0.07,79.64358002,0,0.730652168,0,0,1.267397458,18.35837036,0,64.23282533,6.432904245,3.70437317,1.341724559,0,0.542448781,18.9782904,4.767433514
306,1314,49.03,14.57,8.85,6.58,6.56,6.23,3.04,0.93,0.91,0.49,2.08,0.38,0.26,55.69531501,11.16523949,2.401600023,5.744011866,0,0.572225751,24.42160786,0,64.505532,6.386279979,3.629156994,1.341724559,0,0.555829791,19.13922619,4.442250489
307,1318,57.99,5.83,5.6,11.32,6.97,5.15,2.07,1.02,0.9,0.46,1.71,0.42,0.05,79.54030642,0,2.278414762,0,0,0.725402289,17.45587653,0,65.37361806,5.934173807,3.636783949,1.246571074,0,0.56696641,19.05882746,4.183059237
308,1318,54.58,6.9,5.95,11.9,7.54,5.22,2.63,1.01,1.18,0.47,1.9,0.41,0.12,79.50007261,0,2.638580186,0,0,0.533215511,17.3281317,0,65.24027283,5.998622052,3.568418685,1.453094039,0,0.574014899,19.14129147,4.024286026
309,1318,54.86,9.82,5.78,11.2,6.57,3.9,2.67,0.91,1.06,0.43,2.15,0.34,0.1,78.01042793,0,4.274007943,0,0,0.657225562,17.05833857,0,64.97210615,6.076101669,3.500547829,1.682962396,0,0.583189871,19.25143745,3.933654637
310,1319,63.51,5.06,4.41,9.52,4.88,3.91,2.39,1.13,1.53,0.5,2.62,0.35,0.09,80.5459975,0,1.011679589,0,0,1.028188645,17.41413427,0,62.96294373,7.109767602,3.005805696,2.417956605,0,0.610401446,20.33863516,3.554489762
311,1319,63.1,5.1,4.35,9.62,5.01,3.96,2.49,1.12,1.5,0.49,2.68,0.37,0.08,80.80423132,0,0.940958405,0,0,0.994914793,17.25989548,0,62.67957049,7.213791295,2.8885973,2.78714922,0,0.62458734,20.49846171,3.307842647
312,1325,63.58,4.31,2.12,15.07,8.58,1.06,1.59,1.07,1.49,0.29,0.31,0.34,0.06,84.04943653,0,5.436900864,0,0,0.889790072,9.623872529,0,62.36589361,7.430939159,2.828551322,3.096091338,0,0.633674237,20.6599847,2.984865635
313,1326,59.75,8.22,3.09,13.69,8.22,1.55,1.92,1.11,1.33,0.31,0.32,0.29,0.09,81.64270869,0,6.110993841,0,0,0.808054779,11.43824269,0,59.5075843,8.716538322,2.864918,3.711772005,0.015432146,0.622603387,21.27518913,3.285962707
314,1327,48.62,16.79,6.95,8.03,6.3,6.28,2.57,1.02,0.98,0.44,1.07,0.48,0.34,68.64876666,0.972719334,4.463973578,0,0,0.514743738,20.17813948,5.221657207,57.67285907,9.60699365,2.780172367,4.447367582,0.015432146,0.63307252,21.71992355,3.124179115
315,1327,44.6,16.21,8.1,9.47,6.84,7.7,2.67,0.96,0.93,0.47,1.21,0.42,0.3,59.692765,8.05370287,4.781173338,0,0,0.267620208,20.71815029,6.486588298,56.788329,9.979721239,2.773064622,4.48685764,0.015432146,0.617590912,21.73357137,3.605433079
316,1327,45.76,17.39,8.02,7.83,6.37,7.45,2.67,1,0.94,0.44,1.25,0.45,0.32,58.71798596,7.8585397,4.254144098,0,0,0.38823752,21.75989919,7.021193529,54.86389718,10.7928431,2.876740295,4.748652503,0.015432146,0.571668226,22.04906801,4.081698546
317,1330,43.49,19.72,9.03,5.04,6.35,9.14,2.83,0.93,0.91,0.4,1.24,0.37,0.4,38.76000066,17.41104028,2.597152765,6.231151789,0,0.355441395,25.17098063,9.474232482,55.55630761,10.4332041,2.91540188,4.499570295,0.015432146,0.573109272,21.92527615,4.081698546
318,1330,42.84,20.33,9.03,5.28,6.4,9.07,2.8,0.87,0.92,0.41,1.16,0.38,0.38,38.28387172,16.90460452,3.118824214,4.885187368,0,0.331771021,24.8513031,11.62443807,54.06550545,10.86532112,3.065677203,4.499570295,0.105086446,0.558153181,22.18665411,4.654032198
319,1337,44.67,22.13,9.49,0.65,6.54,9.96,2.92,0.95,0.78,0.33,0.63,0.38,0.41,22.97911183,23.33552515,0.193615324,14.6998842,0,0.544231487,29.10618296,9.141449056,52.49056332,11.22469296,3.156760071,4.721919581,0.407276394,0.581162902,22.68419525,4.733429528
320,1339,47.31,19.04,10.62,1.04,6.63,8.6,3.21,0.92,0.72,0.43,0.61,0.33,0.38,26.00759477,24.23304639,0.039258639,17.34665191,0,0.70002933,30.7737789,0.899640059,51.26132442,11.53369217,3.137088259,4.962052437,0.613300069,0.597485007,23.16162811,4.733429528
321,1341,44.1,18.39,9.43,5.59,6.57,8.49,2.99,0.91,0.98,0.45,1.25,0.34,0.37,40.53298111,17.70256432,2.696628804,6.634785812,0,0.378849689,25.46174809,6.592442176,49.92683162,11.83484583,3.280763308,5.194730381,0.81765854,0.595069118,23.61667167,4.733429528
322,1341,43.44,19.04,11.78,3.94,4.98,9.23,2.64,0.81,0.87,0.41,1.9,0.49,0.32,22.58244985,25.71198327,2.691604531,12.31361334,0.308642923,0.498868552,29.87089609,6.021941437,47.14103585,12.89671203,3.288276996,5.832517307,0.81765854,0.575326592,24.20056556,5.247907127
323,1348,44.68,14.8,13.29,5.2,6.34,7.68,2.95,0.86,0.86,0.42,1.94,0.51,0.29,19.70569808,29.85462126,2.272259077,16.05193613,0,0.531311088,31.58417437,0,45.45355481,13.06734728,3.252355502,5.959793597,1.171088832,0.584259335,25.0480289,5.463571751
324,1348,43.79,19.84,8.75,4.96,6.84,8.74,2.79,0.96,0.95,0.36,1.1,0.35,0.39,40.42327824,16.39083819,2.528870294,5.829930395,0,0.364299344,24.83770426,9.62507928,44.16139089,13.35379555,3.154354965,6.139909397,1.365328388,0.590162135,25.77148692,5.463571751
325,1351,43.61,19.55,8.86,5.39,6.69,8.85,2.73,0.97,0.87,0.42,1.09,0.4,0.38,41.15494363,16.26243719,2.804165621,5.235897255,0,0.348943756,24.66830322,9.525309326,43.28234273,13.51396007,3.176283869,6.231834552,1.688092797,0.613311547,26.06401092,5.430163513
326,1352,50.1,15.42,7.47,7.07,5.34,5.33,2.99,0.93,1.85,0.51,2.36,0.35,0.18,69.5435237,3.972459485,3.174831731,0.762367718,0,0.601046669,21.94577069,0,42.87560718,13.57221613,3.241421549,6.231834552,1.761544016,0.613919872,26.10578019,5.5976765
327,1355,44.77,19.19,8.69,7.37,5.36,7.28,2.42,1.06,0.9,0.81,1.3,0.3,0.28,49.72426323,8.642340406,5.28392122,0,1.793085988,0.42628046,22.68343566,11.44667304,42.5676042,13.62106238,3.323603048,6.231834552,1.821672596,0.609280725,26.09395428,5.730988222
328,1355,51.96,17.74,10.1,4.22,3.78,5.25,2.71,1.03,0.57,1.02,0.82,0.3,0.24,48.00122991,7.187436839,4.460237548,4.446985711,6.04379896,0.99340993,27.2789545,1.587946606,43.54642677,13.20561096,3.439138894,5.920276963,1.821672596,0.609380527,25.93573233,5.521760957
329,1358,53.01,16.03,9.72,4.79,4.2,5.76,2.6,1.05,0.53,0.91,0.57,0.35,0.23,53.42564995,6.179984177,3.880571692,4.802657117,4.120473516,0.983667661,26.60699589,0,44.4118045,12.86533893,3.478970313,5.809546342,1.829855695,0.621036183,25.90551635,5.077931691
330,1358,52.95,16.17,9.65,4.76,4.34,5.71,2.5,1.07,0.53,0.87,0.57,0.34,0.23,53.85614152,6.023073292,3.885180575,4.653558883,4.087169418,0.979870865,26.51500544,0,45.71133894,12.23714017,3.734438681,5.074552132,1.909953085,0.613278089,25.60770192,5.111596991
331,1359,45.1,22.39,9.64,0.96,6.36,8.97,3.08,0.94,0.75,0.37,0.5,0.41,0.39,25.08831595,21.23732394,1.091232161,12.75573853,0,0.600064273,28.93777317,10.28955197,46.9793527,11.35366454,4.000807169,4.207219536,2.128579228,0.612324178,25.28072576,5.437326882
332,1364,52.87,19.17,9.37,3.54,4.03,4.84,2.52,1.09,0.5,0.85,0.35,0.34,0.28,50.29981566,3.412704889,4.718470985,2.545525792,7.06860584,1.068444945,26.5731394,4.31329249,47.34056874,10.71823305,4.200243412,3.875480246,2.393751771,0.619843535,25.1277062,5.724173044
333,1366,52.45,15.77,9.59,5.48,4.62,5.57,2.6,1.05,0.59,0.86,0.57,0.33,0.26,55.7994304,5.728965436,4.150983105,3.602315995,3.88479112,0.92611078,25.90740317,0,48.90977451,9.827217096,4.164679546,3.683635094,2.378319625,0.643007191,24.97029096,5.423075972
334,1368,51.82,18.74,9.4,4.36,4.55,4.9,2.59,1.05,0.52,0.87,0.35,0.32,0.22,51.06780348,4.176009723,4.902551648,1.838503114,6.455288166,0.977731961,26.02861946,4.553492442,49.62768626,9.409639946,4.098227489,3.575910218,2.378319625,0.647496456,24.83964404,5.423075972
335,1375,43.4,17.21,9.04,9.71,4.53,7.66,2.85,0.93,1.07,0.76,2.16,0.27,0.19,51.55805403,9.218824151,6.083926949,0,1.469024385,0.279786715,21.55353572,9.836848047,49.21783052,9.737645594,4.009505794,3.997012822,2.378319625,0.656888071,25.04226014,4.960537429
336,1376,43.71,17.31,8.88,9.47,4.48,7.58,2.84,0.94,1.07,0.76,2.17,0.26,0.18,52.55792626,8.835464722,5.89777408,0,1.202571598,0.295454576,21.52338081,9.687427963,49.693119,9.753107097,4.059820415,3.847487263,2.378319625,0.646055615,24.94271988,4.679371097
337,1380,45.3,16.06,8.78,9.01,5.79,8.35,2.45,0.86,0.64,0.73,1.14,0.3,0.21,58.33645202,9.102011943,4.90786968,0,0,0.357437438,22.00654174,5.289687174,48.31033271,10.44923138,3.945986364,4.39188499,2.378319625,0.645128237,25.1997456,4.679371097
338,1380,47.64,16.5,9.15,6.8,4.59,8.65,2.35,1,0.61,0.79,1.09,0.29,0.25,55.59142628,10.0991638,3.915452605,2.670574941,0.163661979,0.564884138,24.24698351,2.74785275,48.45608211,10.24223092,3.741689866,4.952050355,2.333708363,0.688340856,25.47886008,4.107037445
339,1386,44.26,18.27,9.23,7.89,5.4,7.35,2.65,0.91,0.98,0.67,1.44,0.31,0.14,48.96980064,10.7715499,5.302982679,0,1.601947808,0.389069602,23.14989431,9.814755068,48.43963178,10.08843608,3.848560221,4.729701069,2.304891261,0.666773018,25.23353293,4.688473642
340,1403,48.09,18.42,9.24,6.43,4.09,6.1,2.51,1.04,1.06,0.77,1.54,0.31,0.12,51.36787008,6.563533912,5.366628402,0,4.372522858,0.680951111,24.23425576,7.414237882,48.20808835,9.982898462,3.968383543,4.489568213,2.406435204,0.652048527,25.07765262,5.214925079
341,1405,45.82,19.22,8.94,7.97,4.49,5.51,2.25,1.27,1.02,1.17,1.39,0.45,0.2,47.75730187,4.993934528,6.685353658,0,5.303450862,0.529236837,22.40135684,12.3293654,48.0271498,9.778948094,4.12342738,4.256890269,2.46230346,0.628386407,24.80299033,5.919904258
342,1407,54.08,14.37,9.22,4.3,3.83,4.55,3.92,0.86,0.71,2.61,1.02,0.08,0.22,53.96656531,7.891664128,1.980327205,8.476710306,0,0.96214167,26.72259138,0,49.36199369,8.790944467,4.435960986,3.619103343,2.701322185,0.619617458,24.36005625,6.111001618
343,1409,47.22,17.22,10.42,3.22,6.55,7.27,3.2,1.22,1.18,0.61,1.11,0.28,0.35,34.06393298,21.50307827,0.943217943,13.89743861,0,0.621096393,28.9712358,0,49.21728035,8.814964198,4.498311868,3.491827053,2.681128134,0.605024707,24.2435162,6.44794749
344,1409,46.18,17.56,10.38,3.23,7.04,7.72,3.14,1.05,1.09,0.49,1.31,0.26,0.39,32.22616355,22.95095115,0.75443639,14.25198247,0,0.552131639,28.89002639,0.374308413,48.42716711,8.57512502,4.680969929,3.311711253,2.933402699,0.590649147,24.05457524,7.426399593
345,1409,42.34,15.12,9.35,9.5,9.18,7.09,3,0.9,1.03,0.51,1.3,0.26,0.29,50.66071325,16.57166725,3.81045804,2.245386071,0,0.132294642,22.67749806,3.901982685,48.31434449,8.537023886,4.791521801,3.219786098,2.909827986,0.5687873,23.84916221,7.80954623
346,1409,47.99,16.14,9.5,4.22,6.83,7.26,3.21,0.97,1.23,0.62,1.33,0.25,0.33,41.88779778,17.89494519,0.898150718,11.65032227,0,0.582499109,27.08628493,0,48.29434077,8.076082679,4.910627049,3.219786098,3.133453689,0.572564821,23.71628892,8.076855974
347,1409,59.25,12.69,9.34,2.87,2.96,2.64,4.52,0.82,0.57,3.17,0.71,0.03,0.21,52.6392513,4.502331252,1.197991248,11.20330729,0.900860747,1.290532844,28.26572531,0,47.99453032,7.835753433,4.897094155,3.219786098,3.387818892,0.59718289,23.85981949,8.208014717
348,1416,46.17,19.84,8.7,7.48,4.56,6.06,2.45,1.01,0.8,0.82,1.37,0.32,0.12,47.67222323,4.111539952,6.597644648,0,5.467456921,0.562053169,22.37241153,13.21667055,47.61792722,7.579668061,4.96085052,3.219786098,3.633081972,0.609559152,23.89097999,8.488146985
349,1417,47.85,19.37,9.03,6.73,3.85,5.03,2.57,1.04,0.75,0.96,2.14,0.3,0.09,48.79478136,4.069231806,6.277038138,0,6.15135238,0.689177844,23.48938974,10.52902873,47.39898873,7.321669332,5.034296108,3.086257351,3.861844992,0.617234545,23.8775986,8.802110337
350,1418,45.89,19.68,8.2,8.32,4.76,5.55,2.15,1.05,1.21,0.88,1.54,0.28,0.09,50.2373705,1.944065933,6.986057328,0,5.204534546,0.50662846,21.02175965,14.09958358,47.20415924,6.913898231,5.133462895,3.086257351,4.118301024,0.625427587,23.81143333,9.10706034
351,1418,45.17,19.04,8.08,9.4,5.38,5.52,2.16,0.97,1.36,0.81,1.45,0.27,0.08,51.7851939,1.477251394,7.341904264,0,4.780374484,0.424685294,20.0790915,14.11149917,47.12231087,6.749741226,5.228262264,3.086257351,4.142443115,0.61229598,23.63624571,9.422443484
352,1419,48.65,20.25,9,5.58,5.07,5.08,2.59,1.04,0.61,0.81,0.56,0.32,0.16,47.4055488,3.893099518,5.965488636,0,6.664724826,0.776589925,24.24233835,11.05220995,47.68222513,6.565646755,5.250575277,3.086257351,4.087236735,0.609295802,23.52951672,9.189246232
353,1426,45.99,22.53,8.49,6.78,5.27,4.58,2.11,1.07,1.05,0.83,0.48,0.33,0.09,39.99716566,0.93218188,7.804144324,0,8.930282427,0.638599569,22.12858409,19.56904206,47.91875631,6.271362846,5.503621994,2.662421835,4.274286801,0.582946938,23.2039039,9.582699368
354,1436,46.14,18.92,8.87,8.46,4.43,5.63,2.37,1.02,0.89,0.8,1.59,0.32,0.18,48.81135092,3.41398704,7.113589076,0,5.983793898,0.540495035,21.92035885,12.21642518,47.75968789,5.859192808,5.733606994,1.967549905,4.422018515,0.567102132,22.93960896,10.7512328
355,1444,44.37,18.5,8.13,10.97,6.58,5.22,2.02,1,0.98,0.76,0.83,0.28,0.13,51.1579797,0,8.466031928,0,5.941538454,0.355337121,18.89606986,15.18304294,47.86546301,5.435492776,5.985950874,1.254950782,4.536144316,0.550723821,22.6624011,11.70887332
356,1444,48.61,21.12,8.76,4.85,3.93,5.72,2.18,1.09,1.12,0.79,1.02,0.32,0.15,46.56171735,4.028879811,5.627116181,0,6.289875655,0.787815966,24.39399221,12.31060282,47.94139899,4.96959055,6.084284405,1.142681478,4.683197046,0.568263898,22.66200707,11.94857657
357,1457,47.12,19.16,8.68,7.28,5.51,5.3,2.32,1.04,1.12,0.72,1,0.29,0.18,50.80438992,3.980304509,6.182996984,0,4.905261604,0.604962678,22.62975178,10.89233253,46.83100027,4.07484329,6.662977958,0.560165365,5.256849156,0.539138943,22.07201056,14.00301446
358,1457,48.48,19.33,8.85,5.9,4.97,4.91,2.51,1.07,1.14,0.77,1.25,0.3,0.22,51.2126565,4.939189201,5.384364379,0,4.738922368,0.718391992,23.97935576,9.027119798,47.13912866,4.342348001,6.863407158,0,5.211806119,0.490364653,21.75391387,14.19903154
359,1459,45.71,20.66,8.57,7.72,6.01,4.63,2.26,1.08,0.85,0.79,0.92,0.33,0.19,45.07321085,2.616127886,7.286318409,0,6.731068459,0.552930439,21.82658884,15.91375511,47.72215645,4.27588585,6.913527372,0,5.002077874,0.467917335,21.51238862,14.1060465
360,1466,44.81,18.93,8.48,9.3,7.48,4.1,2.19,1.05,1.1,0.77,1.01,0.29,0.22,49.73090261,3.280393807,7.262615777,0,4.855364674,0.418318985,20.73050339,13.72190076,48.11069792,4.231819478,6.955988628,0,4.838041395,0.449187972,21.31719902,14.09706558
361,1474,46.8,16.24,8.47,10.36,3.47,7.49,2.13,0.9,0.86,0.72,1.56,0.33,0.15,58.95558719,1.312045103,7.131613929,0,4.199323252,0.469233271,20.26677689,7.665420366,48.12922959,4.491558422,6.887953901,0,4.705717077,0.446745226,21.38693004,13.95186574
362,1474,46.35,16.24,8.47,10.45,3.73,7.51,2.15,1.03,0.88,0.73,1.63,0.3,0.17,58.69718891,2.005985955,7.041261548,0,3.741001322,0.435164388,20.21033516,7.869062721,47.73737799,5.072568878,6.694395794,0.246849237,4.500695034,0.454929092,21.67052498,13.62265899
363,1477,40.5,24.4,8.83,5.4,3.67,6.94,2.67,1.02,2.21,0.62,2.7,0.38,0.2,30.88256448,13.25967751,5.54291794,0,2.954634283,0.304200279,23.68533693,23.37066858,47.80780148,5.383837864,6.620015847,0.307881515,4.244269937,0.44256052,21.66492914,13.5287037
364,1477,40.14,22.01,9.33,7.12,4.52,7.47,2.89,1.05,1.73,0.49,2.29,0.35,0.22,34.34166607,14.47695052,5.80131398,0,2.28251601,0.224565412,23.34586911,19.5271189,48.09210406,6.005260368,6.400624496,0.57483507,3.820805546,0.440361378,21.85144622,12.81456286
365,1480,45.88,17.81,9.02,8.14,6.05,6.74,2.41,0.99,0.66,0.74,0.8,0.37,0.19,52.17943269,7.253622722,5.777128673,0,2.941054616,0.483096188,22.66961753,8.696047581,48.2238004,5.95445046,6.408475749,0.57483507,3.803124604,0.438820917,21.81598105,12.78051175
366,1484,35.79,26.81,7.24,12.12,4.69,6.3,2.26,0.77,1.02,0.97,1.43,0.24,0.13,19.67982346,0,12.47202177,0,11.4730422,0,15.28635478,41.08875779,48.64156908,6.099882969,6.336211732,0.57483507,3.624213057,0.43662858,21.84041796,12.44624155
367,1484,44.91,15.03,9.13,9.91,6.64,6.3,2.62,1.12,1.01,0.59,1.92,0.33,0.16,58.8018191,9.852425473,5.206575253,0,0,0.315047049,21.90379144,3.920341675,49.13152432,6.211478318,6.270600724,0.665167335,3.446508192,0.435205986,21.85275911,11.98675602
368,1491,42.62,15.98,7.86,12.83,8.61,5.24,2.4,0.96,0.65,0.65,1.45,0.29,0.15,59.33277903,2.782296922,7.600048923,0,1.272892025,0.113106803,17.54190652,11.35696978,48.8156728,6.012463093,6.448830911,0.665167335,3.642063905,0.424915127,21.63848051,12.35240632
369,1491,44.59,16.82,8.3,10.86,7.46,5.22,2.38,1.02,0.64,0.7,1.3,0.31,0.15,56.56561078,3.187904378,7.126263247,0,2.870622797,0.31459058,19.5855978,10.34941042,48.54337951,5.937726492,6.431038937,0.719189975,3.773220735,0.438576795,21.7404516,12.41641596
370,1493,45.3,18.98,8.65,7.63,6.51,5.53,2.53,1.07,0.93,0.71,1.33,0.33,0.23,50.60800387,7.138844817,5.625362798,0,2.558048179,0.457773553,22.41638,11.19558677,48.63663716,5.806920097,6.401237094,0.719189975,3.875709226,0.455198552,21.82186838,12.28323952
371,1494,46.48,19.32,9.34,4.76,6.56,6.66,2.58,0.96,0.9,0.6,0.93,0.38,0.34,43.94816194,13.09746051,3.470742122,4.936984747,0.679933622,0.588362616,25.75099039,7.527364048,47.7980297,6.663699717,6.1043104,1.294586434,3.632940992,0.460516364,22.17461036,11.87130603
372,1494,46,19.13,8.98,6.12,6.2,6.07,2.62,0.97,0.93,0.63,1.34,0.44,0.28,48.81401857,10.11847924,4.477889693,1.220645551,1.536222885,0.529218481,24.1304214,9.173104179,46.4964152,7.657499356,5.791532446,1.920671753,3.42297483,0.462698376,22.55599612,11.69221192
373,1494,46.89,18.3,9.54,5.16,6.61,6.39,2.68,0.97,0.91,0.67,1.01,0.37,0.31,45.68321721,13.36063196,3.41631731,5.339071108,0.460994619,0.594616724,25.8589258,5.286225279,46.57019548,7.611587266,5.995020984,1.920671753,3.235924764,0.440940156,21.96184927,12.26381033
374,1496,46.17,18.3,8.68,9.13,7.13,4.25,2.01,1.1,0.61,0.83,1.06,0.3,0.16,51.44527769,2.397788874,7.270614131,0,5.630175054,0.509685823,21.21105545,11.53540298,46.49871146,6.993958288,6.272586432,1.920671753,3.468724159,0.425730142,21.55617438,12.86344338
375,1497,44.99,15.95,8.28,11.25,7.87,5.12,2.26,1.01,0.62,0.76,1.14,0.32,0.18,59.51335337,2.908650196,7.020751587,0,2.36330752,0.311490379,19.38480807,8.497638882,47.40970686,6.348589938,6.27861348,1.920671753,3.733146602,0.460805879,21.62129054,12.22717495
376,1504,49.95,17.32,9,5.8,4.43,6.09,2.48,1.12,0.93,0.77,1.32,0.34,0.15,56.36082215,6.260786791,4.314896017,1.806645291,2.735778349,0.759364088,24.64081513,3.120892192,46.84245661,6.050925995,6.300936463,1.94124363,4.198780234,0.497630152,21.86365509,12.30437183
377,1504,44.43,19.36,8.15,11.39,3.55,5.2,2.31,0.93,0.68,1.92,1.43,0.27,0.13,44.48735961,0,9.747600727,0,8.816375856,0.399145486,18.34417977,18.20533855,47.85093032,6.100458181,5.990791654,1.971585345,4.268800206,0.560884509,22.49141493,10.76513486
378,1511,51.04,21.52,8.95,3.07,2.74,4.93,2.38,1.1,1.04,1.14,1.17,0.35,0.14,45.76679065,3.444457174,5.028524901,1.080452795,7.362058975,0.99162535,26.0187776,10.30731256,47.42143684,5.723515685,6.126293521,1.971585345,4.510674426,0.561081378,22.37027286,11.31513995
379,1512,50.03,21.29,8.43,5.29,3.7,4.31,2.04,1.14,0.82,1.11,0.98,0.33,0.13,46.93836388,0,6.690281556,0,8.780838283,0.885365596,23.45492433,13.25022636,46.92953085,5.584400839,6.655505326,1.971585345,4.447029825,0.555426038,21.49317754,12.36334424
