Rank,Sols,SiO2,FeO,Al2O3,SO3,CaO,MgO,Na2O,TiO2,P2O5,K2O,Cl,Cr2O3,MnO,Amorhous_raw,Mafic_raw,Sulfate_raw,Magnetite_raw,Hematite_raw,Quartz_raw,Plagioclase_raw,Clay_raw,Amorhous,Mafic,Sulfate,Magnetite,Hematite,Quartz,Plagioclase,Clay
380,1518,45.41,19.49,9.7,3.04,7.17,8.86,2.69,0.93,0.81,0.46,0.5,0.42,0.39,32.95875344,20.41598619,1.324081904,11.50792919,0,0.524675212,27.78534313,5.48323094,46.94807136,5.42500562,6.747454266,1.971585345,4.571385028,0.555229376,21.37528833,12.40598067
381,1518,45.54,19.03,9.66,2.97,7.39,9.11,2.61,0.91,0.79,0.48,0.49,0.49,0.41,32.92329721,21.18803789,0.876054835,12.52170638,0,0.512873508,27.89449198,4.083538205,46.99236341,5.205243326,6.724791145,2.048446821,4.831826828,0.585615877,21.5704709,12.04124169
382,1523,32.36,12.91,6.48,22.48,13.87,5.36,2.06,0.76,1.24,0.36,1.63,0.19,0.16,60.17279443,1.087744151,11.11103231,0,0,0,8.327398257,19.30103085,47.1472028,5.006553768,6.796621338,1.832820884,4.953990705,0.58583495,21.50404483,12.17293073
383,1524,35.64,24.45,7.38,12.61,6.07,6.24,2.29,0.88,0.95,1.17,1.61,0.26,0.18,29.45288412,0.907097962,11.09422691,0,7.610622189,0,15.57183911,35.3633297,46.72439088,4.897817208,6.882004548,1.771788607,5.146996667,0.586355107,21.48359973,12.50704725
384,1525,51.21,18.89,9.12,5.49,2.75,5.04,2.35,1.11,0.9,0.95,1.41,0.39,0.12,52.561574,1.569583522,5.921854937,0,7.570964867,0.926080145,24.64819228,6.80175025,46.63060985,4.785539908,6.938499708,1.668384981,5.304043381,0.590762137,21.49003839,12.59212164
385,1531,53.06,21.91,9.86,2.49,2.21,3.62,2.2,1.11,1.17,0.84,0.83,0.39,0.08,40.83442764,1.300343847,6.223588329,0.411437533,12.25372725,1.21958165,27.51690856,10.23998519,46.15142575,5.039711992,6.878035964,1.668384981,5.250377933,0.590070882,21.58476014,12.83723236
386,1531,53.49,22.14,9.94,2.16,2.08,3.45,2.18,1.11,1.15,0.83,0.76,0.4,0.08,39.84929777,0.990643726,6.269125596,0.606834311,12.87344164,1.265087133,27.8415515,10.30401832,45.53896449,5.407466372,6.795933256,1.668384981,5.240902929,0.595383035,21.77881642,12.97414851
387,1533,43.74,18.59,8.3,10.58,7.54,4.76,2.26,1.01,0.67,0.72,1.05,0.35,0.19,50.21194936,2.313575556,7.916612576,0,4.837484407,0.318984436,19.48095018,14.92044348,44.00196216,5.17832007,7.165722102,1.578052716,5.508371176,0.55741483,21.30286371,14.70729324
388,1537,11.94,4.43,2.57,44.13,31.87,2.4,1.2,0.12,0.51,0.07,0.58,0.11,0.03,49.4946593,0,18.18428503,0,0,0,0,32.32105567,43.68648837,5.400540763,7.063758,1.578052716,5.39799661,0.557593134,21.45008608,14.86548433
389,1552,45.18,15.93,7.87,13.05,7.39,3.99,2.18,0.96,1,0.98,0.79,0.31,0.09,56.93642104,0,8.965242055,0,5.357726873,0.31065733,17.22781367,11.20213903,43.48133358,5.359754291,7.14857971,1.524030076,5.461494493,0.54767416,21.35369915,15.12343454
390,1552,52.91,18.67,9.52,4.16,2.99,4.62,2.37,1.16,0.93,0.95,0.99,0.41,0.1,51.49384486,2.743598936,5.172100378,1.537229511,7.766884177,1.065503579,26.32003144,3.900807118,43.52339555,5.359754291,7.22230016,1.524030076,5.412763481,0.531223291,21.2124715,15.21406165
391,1566,46.44,19.66,9.13,5.85,3.36,6.08,2.86,1.06,1.03,0.68,2.97,0.3,0.16,47.04494966,9.123669353,4.907345967,0.624466018,3.123211158,0.592744073,24.42246886,10.16114491,44.04425714,4.50018548,7.432673788,0.948633617,5.816935742,0.552384596,21.10497794,15.5999517
392,1566,44.8,21.39,9.13,6.29,3.75,5.96,2.62,1.01,1,0.83,2.38,0.32,0.18,40.35778019,7.943748029,6.18555391,0,5.396342129,0.539621624,23.72151954,15.85543459,44.4911487,3.649822198,7.877624876,0.322548298,5.824945001,0.526740921,20.35213999,16.95503002
393,1567,47.45,18.86,9.86,5.3,3.21,6.32,2.77,1.08,1.03,0.75,2.46,0.4,0.17,43.80759672,11.11508596,4.546220495,3.270998586,3.601928899,0.682757328,25.98769904,6.987712965,43.84646214,3.817835058,7.617488203,0.322548298,6.072224336,0.55771743,21.08556813,16.68015641
394,1569,44.47,21.5,8.77,6.45,3.42,5.94,2.72,1.06,1.33,0.81,2.66,0.31,0.16,41.86159559,7.481230552,6.061339259,0,4.556866088,0.495860723,23.10549043,16.43761736,44.82855169,4.069441917,7.29572299,0.35969796,5.894842561,0.595487783,21.54094548,15.41530961
395,1569,44.34,19.05,9.14,7.43,4.27,6.34,2.95,0.98,0.99,0.84,2.68,0.41,0.19,47.26412826,10.26373781,5.378697433,0,2.173807439,0.41773343,23.26593366,11.23596198,44.58113355,4.214550628,7.274045385,0.35969796,5.760973391,0.583468616,21.48775344,15.73837703
396,1570,34.04,24.83,7.54,13.34,3.95,5.86,3.22,0.75,0.87,2.29,2.51,0.33,0.2,25.6207754,1.677860734,11.71067292,0,8.085143289,0,15.12176094,37.78378671,45.07672916,4.212913823,7.285734337,0.339126084,5.498735142,0.561031992,21.27042979,15.75529967
397,1571,42.91,22.37,8.49,7.94,3.58,6.26,2.55,0.95,1.19,0.82,2.12,0.27,0.17,38.17788383,4.444413871,7.708318695,0,6.608884541,0.402711563,21.28862708,21.36916041,45.44061161,4.402758887,7.274478379,0.308784368,5.062482079,0.523735842,20.98864033,15.99850851
398,1572,48.03,22.01,8.93,5.24,2.44,5.64,2.27,1.06,1.38,0.88,1.41,0.3,0.13,41.6636949,2.628727733,6.724959106,0,8.632016636,0.79324588,24.091039,15.46631674,45.40862587,4.610235537,7.112311757,0.311633589,4.978129503,0.540912168,21.21563415,15.82251743
399,1576,46.31,19.64,8.41,9.04,2.53,7.07,2.34,1.01,0.75,0.97,1.17,0.3,0.16,47.77960322,0,8.164690539,0,7.806218032,0.556348202,20.63037139,15.06276862,45.09656542,4.75613997,6.493971692,0.311633589,5.399616977,0.587637197,22.48649001,14.86794514
400,1577,50.03,22.41,8.9,3.26,2.8,5.04,2.33,1.07,0.97,0.99,1.06,0.35,0.16,43.37598522,3.224609964,5.531554474,0,8.083445226,0.947901321,25.63547181,13.20103199,44.50041719,4.786288229,6.406231082,0.311633589,5.530840805,0.606699164,22.74299767,15.11489227
401,1581,32.78,21.26,6.49,15.35,9.17,5.69,2.02,0.69,4.22,0.54,1.13,0.24,0.22,41.86112841,4.18077226,9.775076593,0,0.160185184,0,12.83773305,31.1851045,44.30979303,4.876312818,6.437743451,0.234772114,5.375525593,0.584071733,22.57480423,15.60697704
402,1581,46.72,20.83,8.46,6.16,3.65,6.61,2.29,1.06,1.14,0.88,1.37,0.32,0.19,47.27906333,4.448001336,5.908298848,0,4.945586687,0.619530191,22.99596096,13.80355865,44.37167319,4.7004342,6.459103946,0.203548813,5.453979805,0.589071037,22.55612675,15.66606226
403,1584,48.64,20.48,8.66,4.55,3.32,6.18,2.36,1.14,0.92,0.88,1.97,0.32,0.17,49.09467515,5.93923516,4.65892266,0.742993245,4.062986697,0.75540706,24.67938631,10.06639372,44.55629913,4.596706533,6.413150929,0.250057374,5.522210732,0.60552686,22.66202982,15.39401862
404,1586,47.52,21.15,8.42,5.32,3.62,5.97,2.46,1.09,1.07,0.82,1.59,0.33,0.18,47.61321107,4.471757738,5.488302835,0,4.893581463,0.685696801,23.58435146,13.26309863,44.48804458,4.421537158,6.419873429,0.173365926,5.588929198,0.610202851,22.64341697,15.65462989
405,1586,49.1,19.61,8.69,6.46,2.42,6.5,2.25,1.09,0.83,0.94,1.29,0.32,0.16,50.74633996,1.267607749,6.457367363,0,7.008962277,0.770849156,23.17043554,10.57843795,44.89142985,4.308601074,6.396195857,0.173365926,5.5324204,0.61282445,22.61569728,15.46946516
406,1589,45.5,20.91,8.25,6.79,4.07,6.11,2.44,1.04,1.1,0.74,2.16,0.26,0.23,47.12694673,4.787544989,6.044006445,0,4.148380379,0.519164142,22.20576221,15.1681951,44.33635058,4.700658495,6.188430494,0.654514532,5.423730028,0.615104804,22.76733783,15.31387323
407,1589,47.49,20.66,8.44,4.99,3.2,6.06,2.69,1.06,1.04,0.86,2.56,0.3,0.2,49.57223456,6.46310857,4.673280127,0.056984424,3.150432883,0.662510953,24.02082659,11.40062189,44.70609321,5.587653656,5.677530438,1.143035564,5.019472864,0.637419173,23.34744515,13.88134995
408,1591,49.88,22.18,8.97,3.67,2.91,5.35,2.32,1.06,0.95,0.84,0.95,0.33,0.16,43.25345032,2.91808866,5.81748374,0,8.429749481,0.934500593,25.41711731,13.22960989,44.3844034,6.401360578,5.343389702,1.691151228,4.689028637,0.638378719,23.6297042,13.22258354
409,1591,47.33,21.46,8.41,6.6,4.15,5,2.24,1.15,0.9,0.8,1.14,0.34,0.15,45.01345645,0.602965174,7.210429851,0,7.982203425,0.691896659,22.35796678,16.14108165,43.9121759,7.273048349,5.041800042,2.22923062,4.257427805,0.618633333,23.74641915,12.9212648
410,1593,46.69,20.83,8.4,6.12,3.42,5.68,2.67,1.04,0.86,0.86,2.46,0.32,0.18,47.68136155,4.544090726,5.802347755,0,4.660579953,0.612954958,22.95616255,13.7425025,44.03590707,7.575865814,4.884150402,2.22923062,4.064212331,0.62531235,23.92140584,12.66391557
411,1593,47.72,20.38,8.75,5.46,3.36,5.97,2.59,1.1,0.81,0.84,2.13,0.31,0.19,48.28255301,5.606096985,5.334555863,0,4.692295387,0.692730165,24.04891925,11.34284933,43.36927741,8.530438572,4.726613965,2.678058259,3.66004007,0.594007959,23.97971702,12.46184674
412,1596,49.35,20.89,9.34,4.09,2.6,5.88,2.44,1.11,0.98,0.96,1.41,0.36,0.16,44.05029891,5.869194689,5.266493568,0.930171216,6.760960676,0.868738083,25.83958108,10.41456177,43.05449503,9.290578415,4.269341593,3.278557228,3.652030811,0.62061754,24.70430313,11.13007625
413,1598,48.06,21.68,9,3.73,3.28,5.33,2.92,1.04,1.27,1,1.65,0.39,0.2,42.44250563,7.611698472,4.680670502,1.737169628,4.936298218,0.776277145,25.61544207,12.19993834,43.0571113,9.373961541,4.191602597,3.390724846,3.633994325,0.632204451,24.83543959,10.88496135
414,1600,46.24,20.15,8.31,6.64,4.32,5.71,2.55,1.05,1.46,0.82,1.9,0.3,0.19,49.92930111,5.222508856,5.587787826,0,3.426690133,0.54829269,22.55109663,12.73432276,43.20684991,9.180635652,4.348948429,3.353575183,3.620824243,0.607267375,24.53991633,11.14198288
415,1600,44.97,20.43,8.71,3.06,6.11,8.15,2.92,1.04,0.85,2.01,0.69,0.4,0.41,36.16254279,18.10488623,1.223390172,9.622972135,0,0.463340514,26.29874462,8.124123534,43.46224389,9.044177629,4.470113017,3.353575183,3.55867434,0.584608362,24.28148503,11.24512255
416,1602,44.26,20.73,9.09,3.1,7.35,9.28,2.32,1.06,0.74,0.39,0.47,0.64,0.44,33.01562801,19.41776396,1.492671797,9.770420642,0,0.446287381,26.72390727,9.133320943,43.45423083,9.02309351,4.5542925,3.353575183,3.460739213,0.561687847,24.06691767,11.52546325
417,1602,44.09,20.46,9.1,2.96,7.25,9.76,2.53,1.02,0.77,0.41,0.45,0.66,0.44,31.74408753,20.71855231,1.02550398,10.96231327,0,0.421902488,26.93380809,8.193832334,43.72061588,9.025526837,4.611994816,3.353575183,3.365222286,0.54566953,23.91760568,11.45978978
418,1603,43.93,21.11,8.57,2.61,6.94,10.97,2.44,0.88,0.74,0.37,0.44,0.45,0.43,32.21914502,20.06248317,0.693165903,10.76158784,0,0.398338159,26.42533811,9.439941805,42.85029293,9.674917632,4.446093108,3.812076629,3.207700641,0.531532309,24.0227337,11.45465305
419,1606,47.96,19.87,8.74,5.47,3.42,7.27,2.33,1.07,0.87,0.78,1.36,0.34,0.17,50.25422666,6.056349284,5.011697742,0,3.941908558,0.689928544,24.13010511,9.915784093,42.31119353,10.52519509,4.213964287,4.321414542,2.786213167,0.505550574,24.08117485,11.25529396
420,1606,42.24,19.7,10.02,4.73,9.89,7.81,2.31,0.76,0.74,0.16,0.74,0.38,0.44,30.04339197,22.31606513,2.380825723,8.976552785,0,0.321813501,26.80169538,9.159655505,42.28969666,10.57405769,4.141212588,4.321414542,2.850460502,0.523039307,24.25717306,11.04294565
421,1609,46.11,19.43,9.08,2.63,6.44,9.36,2.61,0.88,0.77,0.29,1.32,0.5,0.37,35.5654808,19.38356912,0.62962917,12.00997939,0,0.532191613,27.32945526,4.549694651,41.53771543,10.62589312,4.191847892,4.321414542,2.914262083,0.513849886,24.21030208,11.68471497
422,1609,49.73,20.59,8.86,3.7,3.1,6.25,2.31,1.12,1.28,0.86,1.35,0.32,0.15,47.33138869,6.115663863,4.353518926,2.243352343,4.584856964,0.851268406,25.61869021,8.901260597,41.2709624,10.5142328,4.22776685,4.321414542,3.017470586,0.515867954,24.19509243,11.93719244
423,1614,43.25,18.46,7.97,10.96,7.15,5.22,2.19,1.01,1.22,0.82,1.05,0.27,0.17,52.08944738,2.072717372,7.805839295,0,3.799585058,0.256665543,18.768921,15.20682436,41.42234258,10.34202876,4.296395334,4.274905981,2.972370244,0.502147611,24.00597556,12.18383392
424,1614,43.06,18.32,7.88,11.27,6.89,5.27,2.44,1.02,0.95,0.86,1.36,0.28,0.13,52.72109068,1.742597283,7.911594583,0,3.650583414,0.232516541,18.41572553,15.32589197,41.70359431,10.18871608,4.376701385,4.1880475,2.935540069,0.488041211,23.81916213,12.30019731
425,1614,43.71,18.99,7.98,10.69,6.16,5.54,2.16,1,1.04,0.9,1.11,0.3,0.15,50.58607871,0.845925367,8.140957039,0,5.050259739,0.312438864,18.87908829,16.18525199,40.80911559,10.90912274,4.169688432,4.656261435,2.764205562,0.480329784,24.00836926,12.2029072
426,1614,42.59,17.95,8.18,10.93,8,5.8,2.25,0.93,1.03,0.72,0.86,0.34,0.2,52.45464786,4.83621153,7.198052752,0,2.238041821,0.198797795,19.21952253,13.85472571,40.62230605,10.94141828,4.144960948,4.608610909,2.764205562,0.471577664,23.9403182,12.50660239
427,1618,43.35,21.52,8.67,3.02,7.18,9.73,2.41,1.13,0.75,0.39,0.49,0.79,0.45,32.16577556,19.45092447,1.35524597,9.227013337,0,0.37976654,26.12338695,11.29788718,41.78733752,10.1586597,4.505367252,4.120089877,2.764205562,0.449263295,23.23375758,12.98131921
428,1618,43.97,20.82,8.91,2.99,7.28,9.75,2.43,1.02,0.77,0.39,0.47,0.63,0.45,32.47146229,19.92363789,1.174907318,10.18675826,0,0.414865897,26.58594025,9.242428096,41.77711524,10.19051114,4.50583914,4.169206437,2.764205562,0.451980184,23.27059888,12.87054342
429,1630,51.35,22.07,9,3.14,2.64,4.71,2.24,1.2,0.93,0.98,0.75,0.35,0.17,44.58351911,1.58021709,5.755395872,0,9.267150123,1.041671314,25.87793097,11.89411552,42.630276,9.442865549,4.712795137,3.731707349,3.069406085,0.47892739,23.25093311,12.68308937
430,1632,42.27,25.6,7.91,5.52,3.58,5.77,2.51,1.01,1.94,0.7,2.15,0.27,0.39,32.64173677,5.580799364,6.815053849,0,5.936611576,0.429166526,22.01874297,26.57788894,42.67587597,9.340594534,4.722483276,3.74309645,3.175420897,0.488350902,23.29934915,12.55482882
431,1634,47.42,22.56,8.44,4.82,2.76,6.09,2.36,0.97,1.05,0.77,1.79,0.28,0.2,42.94749242,3.372890609,6.05293501,0,6.75646544,0.733091537,23.74472628,16.3923987,43.55329206,8.445441754,4.864346131,3.294268811,3.452007871,0.51176299,23.18484669,12.69403369
432,1634,46.43,20.96,8.26,6.9,3.75,6.01,2.31,1.04,0.95,0.79,1.8,0.28,0.18,47.07790253,2.425113906,6.639063256,0,5.858953842,0.594331224,22.05724378,15.34739146,44.33842493,7.476263298,5.542080334,2.693769842,3.452007871,0.48515341,21.96109358,14.05120674
433,1634,45.37,20.32,8.32,7.41,4.53,6.15,2.4,1.02,1.07,0.74,1.8,0.31,0.21,48.06754024,4.545444873,6.286791516,0,4.199694715,0.494149144,21.87917342,14.52720609,43.54224389,8.22367698,5.370438801,3.162219819,3.222765023,0.46504762,22.04535024,13.96825763
434,1637,43.49,21.3,8.85,3.09,7.11,9.71,2.53,1.08,0.75,0.38,0.46,0.71,0.43,32.03972672,19.63064198,1.447528776,9.364278711,0,0.394064153,26.33523924,10.78852043,42.52704686,9.096929862,5.059758528,3.61678479,3.03278577,0.471941308,22.42348898,13.7712639
435,1637,42.43,22.79,7.63,2.58,6.64,12.27,2.18,0.96,0.69,0.31,0.41,0.51,0.47,32.42635207,18.75079696,0.728840481,8.669961603,0,0.288298115,24.93772333,14.19802745,40.16840974,9.009799998,5.221096439,3.61678479,3.63443621,0.483915908,22.49885585,15.36670107
436,1638,35.78,15.92,6.65,17.02,11.27,5.55,2.24,0.84,1.98,0.53,1.39,0.28,0.29,56.31625744,3.762592484,8.700797881,0,0,0,12.59269497,18.62765723,39.94489039,9.185533009,5.093346713,3.61678479,3.709024416,0.508939703,22.79273032,15.14875066
437,1638,44.8,19.68,9.57,2.97,7.33,9.42,2.65,0.88,0.76,0.43,0.48,0.49,0.42,31.53964178,21.355581,1.034941735,11.94464448,0,0.47624026,27.67063408,5.97831666,39.62448776,9.253830583,4.946209328,3.779319502,3.861207652,0.545516055,23.15084816,14.83858096
438,1640,51.09,19.16,9.39,4.28,2.76,6.4,2.41,1.12,0.71,0.8,1.08,0.32,0.16,49.28236037,5.109571411,4.83228584,2.011606082,6.104010456,0.937282289,26.03202273,5.690860824,38.01619899,8.422862104,5.424664019,3.317968835,4.544529647,0.533787196,22.81728685,17.28929509
439,1641,50.41,19.41,9.08,4.85,2.73,6.4,2.22,1.03,0.71,0.8,1.3,0.34,0.14,51.166226,4.010928973,5.205460525,0.227782022,6.062204792,0.878398779,25.09842588,7.350573021,38.37926104,7.746771534,5.638874725,2.808630922,4.743579926,0.539270676,22.63681576,17.87338814
440,1644,48.75,21.2,8.62,4.49,2.92,6.45,2.39,1.05,0.97,0.83,1.46,0.33,0.18,47.59171374,4.413009541,5.218082819,0,5.531739482,0.790055265,24.51164619,11.94375297,38.53876026,7.862643154,5.637510854,2.808630922,4.606795097,0.527477266,22.56752717,17.81724801
441,1647,26.87,14.9,5.13,26.45,16.36,4.22,2.22,0.59,0.84,0.36,1.55,0.19,0.16,51.26813823,0,14.18431324,0,0,0,2.854392955,31.69315557,39.61445254,7.583603186,5.747236093,2.808630922,4.515922936,0.512135998,22.30105267,17.28355838
442,1650,44.45,20.21,9.26,2.82,7.24,9.93,2.53,0.91,0.73,0.4,0.45,0.52,0.42,31.40776788,21.0639375,0.920688253,11.61235188,0,0.449152604,27.30382345,7.242278439,40.02143027,7.641103474,5.740389871,2.808630922,4.348874172,0.500852753,22.20921678,17.09609448
443,1659,43.38,21.45,8.89,3.12,7.03,9.72,2.42,1.05,0.77,0.38,0.47,0.73,0.47,31.7855068,19.53777503,1.592233845,9.091299425,0,0.394539311,26.3316959,11.2669497,40.41684733,7.865106241,5.701537384,2.808630922,4.05592648,0.481726484,22.10515318,16.93166471
444,1661,39.43,33.11,7.29,5.23,2.79,5.97,2.05,0.87,1,0.54,0.94,0.21,0.28,5.54834826,0,11.13835279,0,15.68359221,0.472008551,19.92306285,47.23463533,40.84121606,7.874856442,5.776387875,2.808630922,3.875542463,0.457019027,21.86917572,16.86376421
445,1661,48.85,21.05,8.92,4.68,2.82,6.34,2.41,1.03,1.17,0.78,1.01,0.3,0.33,46.1156918,4.360585583,5.585962531,0,6.542023858,0.812914757,24.75657759,11.82624389,42.06829202,7.100717785,6.106262004,2.340416986,3.911230624,0.437315819,21.38721872,17.01513877
446,1662,50.64,20.45,9.13,3.22,2.85,6.02,2.49,1.14,1.06,0.85,1.22,0.37,0.24,46.04659529,6.20216302,4.255305047,3.250694237,5.281706544,0.930324834,26.38187936,7.651331669,43.13315811,6.400559192,6.451534532,1.906918906,3.993768773,0.427111188,21.04666235,17.00687968
447,1668,33.07,38.14,6.79,4.15,3.13,6.95,2.63,0.82,1.1,0.47,1.8,0.26,0.39,0,2.831554879,10.92433979,0,13.66643989,0.145189352,19.45216087,60.31216975,43.11093429,6.461108644,6.390021973,1.906918906,4.068616615,0.43284286,21.33889657,16.65725286
448,1668,44.37,24.14,7.89,4.67,2.4,7.93,2.31,0.91,1.8,0.68,1.53,0.28,0.49,39.73270339,6.40182649,5.459121436,0,3.981005579,0.5245355,22.97651834,20.92428926,43.92846101,5.393329594,6.783462896,1.309686682,4.39447533,0.425067814,20.87203973,17.26006967
449,1668,49.03,20.4,8.95,5.17,2.81,5.94,2.59,1.11,0.98,0.8,1.3,0.32,0.25,47.77350338,3.897649497,5.728118456,0,6.531453543,0.805803124,24.49215922,10.77131279,44.6446831,5.27352502,7.116335954,1.209106378,4.089274807,0.3782037,19.86328747,17.79217629
450,1671,42.08,17.33,7.75,13.31,7.68,4.96,2.1,1.04,1.13,0.69,0.84,0.35,0.23,54.15558245,0,9.009558633,0,4.119168368,0.122341168,16.68925308,15.9040963,43.02890066,5.162688407,7.274525085,1.197717277,4.274905856,0.355895801,19.65926981,19.41268983
451,1677,45.95,19.68,8.24,7.39,2.8,7.23,2.5,1.04,0.97,0.78,2.34,0.32,0.26,51.08704708,4.522896362,5.916010565,0,3.415490165,0.507426641,21.90800848,12.64312071,42.7136624,5.711467984,7.171656811,1.388491173,3.998318881,0.332223706,19.63869983,19.41207194
452,1679,43.02,17.98,7.98,9.77,4.33,7.07,2.32,0.89,2.97,0.6,1.36,0.26,1.21,54.98624368,6.905169244,5.862013524,0,0,0.211805837,19.97597163,12.05879609,41.98849733,6.685835195,6.582843201,1.768821367,3.998318881,0.349209792,20.78564516,18.2074218
453,1681,40.71,16.17,7.97,13.48,5.68,7.7,2.44,0.89,1.58,0.71,1.57,0.27,0.49,56.55491481,4.740448905,7.783801329,0,0.592014375,0,17.15962437,13.16919621,42.37197947,6.591592336,6.643057411,1.651986652,3.998318881,0.35007084,20.75844568,18.00114146
454,1681,40.4,16.17,7.87,13.87,6.84,6.94,2.19,0.85,2.02,0.63,0.92,0.28,0.75,56.58124592,4.147868822,8.045011364,0,0.713763217,0,16.69609921,13.81601147,42.47756624,6.66053549,6.638991523,1.760947674,3.998318881,0.35487848,20.82448073,17.6508737
455,1681,41.45,17.19,8.1,12.29,5.09,7.55,2.33,0.99,1.95,0.7,1.14,0.29,0.69,53.72367397,4.747625109,7.634291042,0,1.650762979,0.084205497,18.12659577,14.03284563,43.55134566,6.976828967,6.432104362,1.760947674,3.595599546,0.356548261,20.98483664,16.70838162
456,1681,42.14,16.28,8.3,12.42,5.24,7.79,2.34,1.12,1.57,0.6,1.02,0.31,0.58,55.87178105,4.973581522,7.470546687,0,1.49695684,0.114633444,18.43737948,11.63512098,42.80703218,7.131619377,6.498655764,1.760947674,3.544152357,0.333485189,20.84884474,17.44185545
457,1681,43.61,19.43,7.91,11.09,6.47,4.89,2.09,1.05,0.96,0.69,0.99,0.27,0.23,47.89017619,0,8.903760191,0,6.517174295,0.32073933,18.33349724,18.03465275,42.81015576,7.293811862,6.558447737,1.598412962,3.330835737,0.301437886,20.61988677,17.85360401
458,1685,29.67,9.65,6.41,26.11,17.58,4.96,2.2,0.67,0.59,0.42,0.99,0.21,0.2,63.60680218,2.713479941,11.48974701,0,0,0,5.856977588,16.33299328,44.80884404,7.505279856,6.309319114,1.598412962,2.81018737,0.313009236,20.74119836,15.91374905
459,1686,40.27,31.02,7.1,4.22,3.03,5.81,2.14,0.71,0.79,0.43,1.51,0.13,2.27,18.85057706,1.794196705,8.369243133,0,9.774825761,0.4322408,21.01807265,39.76084389,45.50089865,7.340345336,6.439088038,1.598412962,2.67983447,0.286782461,20.42849433,15.72614375
460,1687,42.98,20.32,8.62,5.52,7.18,8.8,2.53,1.04,0.95,0.49,0.69,0.33,0.37,41.28694863,15.38860108,3.160717342,3.815477921,0,0.316613368,24.1002466,11.93139506,45.70456348,7.361382766,6.521337646,1.598412962,2.471685227,0.255466512,20.14744607,15.93970535
461,1687,43.29,18.91,9.5,5.24,7.49,8.65,2.73,1.01,1,0.55,0.72,0.36,0.39,36.76483673,19.48734423,2.40804105,7.606603884,0,0.339721723,25.79329963,7.60015275,45.90722748,7.361382766,6.836878258,1.598412962,2.265726808,0.249349454,19.31298341,16.46803886
462,1688,45.33,17.53,9.91,4.98,7.22,8.16,2.84,0.94,0.99,0.56,0.72,0.3,0.36,39.07741072,19.17908031,2.124972449,9.275657577,0,0.466373556,26.75983369,3.116671694,46.14464805,7.135237948,7.341115307,1.598412962,2.0949523,0.223978122,18.21758299,17.24407232
463,1688,45.16,18.63,9.93,3.75,7.59,8.3,2.75,0.98,0.81,0.48,0.57,0.52,0.41,33.89724227,20.91663811,1.510916082,11.27051987,0,0.490692129,27.65239701,4.261594537,46.64770471,6.887367074,7.620479052,1.598412962,2.0949523,0.21338783,17.31235731,17.62533876
464,1692,42.37,26.8,8.31,4.55,3.12,6.33,2.36,1.01,1.25,0.66,2.11,0.28,0.35,27.02393656,6.325869534,7.000609569,0,7.629205509,0.505404163,23.13018099,28.38479368,46.44775942,6.735614707,7.736774775,1.598412962,2.065351581,0.21338783,17.05252351,18.15017522
